Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
Loyal Customer,57,Business travel,Business,583,5,2,4,satisfied
disloyal Customer,66,Business travel,Business,396,3,3,3,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,3387,2,3,2,satisfied
Loyal Customer,57,Personal Travel,Eco,321,2,2,4,neutral or dissatisfied
Loyal Customer,34,Personal Travel,Eco,239,3,0,2,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,1589,4,4,2,satisfied
Loyal Customer,43,Business travel,Business,1379,1,1,4,satisfied
Loyal Customer,44,Personal Travel,Eco,1184,3,3,2,neutral or dissatisfied
disloyal Customer,40,Business travel,Business,109,4,4,1,satisfied
Loyal Customer,23,Business travel,Eco,761,5,1,5,satisfied
Loyal Customer,57,Business travel,Business,67,0,0,5,satisfied
Loyal Customer,50,Business travel,Business,227,3,3,2,satisfied
Loyal Customer,24,Personal Travel,Eco,637,1,1,1,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,1678,4,5,1,neutral or dissatisfied
Loyal Customer,18,Business travel,Eco,383,5,4,5,satisfied
Loyal Customer,33,Business travel,Eco,323,5,2,5,satisfied
Loyal Customer,52,Business travel,Eco,852,4,5,4,satisfied
Loyal Customer,59,Business travel,Eco,746,1,3,1,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,672,2,2,4,satisfied
Loyal Customer,67,Personal Travel,Eco,1237,2,1,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,250,3,3,4,satisfied
disloyal Customer,25,Business travel,Business,192,4,4,5,satisfied
Loyal Customer,57,Business travel,Business,2815,0,0,5,satisfied
Loyal Customer,16,Personal Travel,Eco Plus,457,2,2,4,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,237,0,0,3,satisfied
Loyal Customer,36,Personal Travel,Eco,986,4,4,4,neutral or dissatisfied
Loyal Customer,38,Business travel,Eco,822,3,4,3,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,237,1,3,5,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco Plus,1111,4,4,2,satisfied
Loyal Customer,52,Business travel,Business,1590,1,1,3,satisfied
disloyal Customer,26,Business travel,Eco,377,2,2,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Eco Plus,1102,4,1,2,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,1464,2,2,5,satisfied
Loyal Customer,22,Business travel,Business,1940,4,4,3,satisfied
Loyal Customer,35,Business travel,Business,3185,2,2,3,neutral or dissatisfied
Loyal Customer,52,Business travel,Eco,458,5,5,2,satisfied
disloyal Customer,36,Business travel,Business,102,2,2,5,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,563,4,4,3,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,591,2,2,5,neutral or dissatisfied
Loyal Customer,13,Personal Travel,Eco,630,2,2,1,neutral or dissatisfied
Loyal Customer,53,Personal Travel,Eco,305,1,1,4,neutral or dissatisfied
Loyal Customer,59,Personal Travel,Eco,432,2,2,4,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco,813,3,2,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,361,3,3,4,satisfied
Loyal Customer,61,Personal Travel,Eco,723,3,3,1,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,1400,1,1,5,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,2105,2,3,4,neutral or dissatisfied
disloyal Customer,27,Business travel,Business,495,2,2,2,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,551,5,2,5,satisfied
Loyal Customer,43,Business travel,Business,1895,1,2,1,neutral or dissatisfied
Loyal Customer,34,Personal Travel,Eco Plus,399,3,3,1,neutral or dissatisfied
disloyal Customer,24,Business travel,Eco,1377,1,1,1,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,447,3,3,5,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,764,1,1,2,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,3183,5,5,4,satisfied
Loyal Customer,40,Business travel,Business,1590,1,3,4,satisfied
disloyal Customer,19,Business travel,Business,1411,4,4,4,satisfied
Loyal Customer,26,Business travel,Business,516,3,3,4,satisfied
Loyal Customer,41,Business travel,Eco Plus,680,5,2,2,satisfied
Loyal Customer,25,Personal Travel,Business,1067,2,2,1,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,462,3,3,3,neutral or dissatisfied
Loyal Customer,27,Personal Travel,Eco,204,3,0,4,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,986,3,3,5,satisfied
Loyal Customer,53,Personal Travel,Eco,1249,3,3,5,neutral or dissatisfied
disloyal Customer,23,Business travel,Eco,807,3,3,4,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Business,354,3,3,5,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,226,3,3,3,satisfied
Loyal Customer,39,Business travel,Business,2087,3,5,5,satisfied
Loyal Customer,20,Business travel,Eco Plus,456,2,4,2,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,712,1,1,3,satisfied
Loyal Customer,46,Business travel,Eco,413,4,1,4,satisfied
Loyal Customer,40,Business travel,Business,1610,5,5,3,satisfied
Loyal Customer,48,Business travel,Business,2318,3,3,5,satisfied
Loyal Customer,32,Business travel,Business,2620,1,1,5,satisfied
Loyal Customer,57,Business travel,Eco,809,4,2,5,satisfied
Loyal Customer,47,Business travel,Business,3843,5,2,4,satisfied
Loyal Customer,40,Personal Travel,Eco,794,3,3,5,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,2139,3,4,4,neutral or dissatisfied
Loyal Customer,38,Business travel,Eco,284,4,3,4,satisfied
Loyal Customer,40,Business travel,Business,931,3,3,5,satisfied
Loyal Customer,47,Business travel,Business,2201,4,4,2,satisfied
Loyal Customer,22,Business travel,Business,2342,5,5,2,satisfied
disloyal Customer,60,Business travel,Eco,1608,1,1,1,neutral or dissatisfied
Loyal Customer,12,Personal Travel,Eco,282,2,2,3,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,323,2,2,4,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,711,2,1,3,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,457,3,3,4,neutral or dissatisfied
Loyal Customer,45,Personal Travel,Eco,1927,3,3,2,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,2611,1,1,1,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,3677,1,1,5,satisfied
disloyal Customer,23,Business travel,Eco,1207,4,4,1,satisfied
Loyal Customer,37,Personal Travel,Eco Plus,1598,4,4,5,satisfied
disloyal Customer,12,Business travel,Eco,1333,3,3,1,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,2182,3,3,1,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,696,2,2,4,satisfied
Loyal Customer,49,Business travel,Business,303,2,2,5,satisfied
Loyal Customer,31,Business travel,Business,296,1,1,4,satisfied
Loyal Customer,54,Business travel,Business,432,3,3,4,satisfied
disloyal Customer,34,Business travel,Business,304,3,3,4,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,337,3,3,4,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,432,3,2,4,satisfied
Loyal Customer,49,Business travel,Business,2103,5,5,1,satisfied
Loyal Customer,32,Business travel,Business,604,4,4,3,satisfied
disloyal Customer,21,Business travel,Business,666,4,4,2,satisfied
Loyal Customer,13,Personal Travel,Eco,319,3,3,3,neutral or dissatisfied
disloyal Customer,17,Business travel,Eco,731,4,5,2,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,405,4,4,1,satisfied
disloyal Customer,20,Business travel,Eco,158,2,2,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,1608,4,3,4,satisfied
Loyal Customer,48,Personal Travel,Eco,312,4,4,4,satisfied
disloyal Customer,22,Business travel,Eco,247,0,0,4,satisfied
Loyal Customer,42,Business travel,Business,337,1,3,3,satisfied
Loyal Customer,7,Personal Travel,Eco,627,2,2,5,neutral or dissatisfied
Loyal Customer,45,Business travel,Eco,536,2,4,2,neutral or dissatisfied
Loyal Customer,21,Personal Travel,Eco,2677,3,3,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,3584,4,1,4,neutral or dissatisfied
disloyal Customer,37,Business travel,Business,391,3,3,3,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,1911,3,5,3,neutral or dissatisfied
Loyal Customer,17,Business travel,Business,3841,3,3,4,satisfied
Loyal Customer,54,Personal Travel,Eco,936,1,1,3,neutral or dissatisfied
Loyal Customer,46,Personal Travel,Eco,590,2,2,5,neutral or dissatisfied
Loyal Customer,59,Personal Travel,Eco Plus,1076,2,2,3,neutral or dissatisfied
disloyal Customer,44,Business travel,Business,414,2,2,3,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,3504,0,1,5,satisfied
disloyal Customer,27,Business travel,Eco,937,1,0,5,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco Plus,930,2,2,2,neutral or dissatisfied
Loyal Customer,8,Personal Travel,Eco,448,2,2,2,neutral or dissatisfied
Loyal Customer,11,Personal Travel,Eco,2419,3,3,3,neutral or dissatisfied
disloyal Customer,23,Business travel,Eco,31,4,4,1,satisfied
Loyal Customer,46,Business travel,Business,442,2,2,1,satisfied
Loyal Customer,68,Personal Travel,Eco,895,2,2,4,neutral or dissatisfied
disloyal Customer,35,Business travel,Eco,297,2,2,3,neutral or dissatisfied
Loyal Customer,25,Business travel,Business,2070,2,2,4,satisfied
Loyal Customer,39,Personal Travel,Eco Plus,190,1,1,2,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,647,3,3,4,neutral or dissatisfied
Loyal Customer,49,Personal Travel,Eco,936,2,2,2,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Eco,1751,2,2,2,neutral or dissatisfied
disloyal Customer,16,Business travel,Eco Plus,277,2,2,2,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,280,1,1,1,neutral or dissatisfied
Loyal Customer,34,Personal Travel,Eco,271,1,1,1,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,2651,4,1,3,neutral or dissatisfied
Loyal Customer,53,Business travel,Eco,508,2,4,2,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,1242,2,2,2,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco,631,4,4,2,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,3859,3,3,5,satisfied
Loyal Customer,25,Business travel,Business,993,1,5,1,neutral or dissatisfied
Loyal Customer,41,Personal Travel,Eco,299,3,3,3,neutral or dissatisfied
Loyal Customer,27,Personal Travel,Eco,712,1,1,2,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,327,5,5,3,satisfied
Loyal Customer,66,Personal Travel,Eco,691,1,1,1,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,377,4,4,5,satisfied
Loyal Customer,46,Business travel,Business,3109,4,1,2,satisfied
Loyal Customer,50,Business travel,Eco,1448,2,5,3,neutral or dissatisfied
disloyal Customer,22,Business travel,Eco,610,1,1,1,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,308,3,3,3,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Business,763,1,1,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Business,594,3,3,5,satisfied
Loyal Customer,12,Personal Travel,Eco,468,1,1,3,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Business,2454,3,3,2,neutral or dissatisfied
Loyal Customer,56,Business travel,Eco,575,4,2,4,satisfied
Loyal Customer,57,Business travel,Business,2139,3,2,3,satisfied
Loyal Customer,49,Personal Travel,Eco,925,3,3,2,neutral or dissatisfied
Loyal Customer,21,Personal Travel,Eco,2454,2,2,2,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco Plus,1892,2,3,3,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,2536,1,1,5,satisfied
Loyal Customer,60,Business travel,Business,2434,1,1,4,satisfied
Loyal Customer,11,Business travel,Eco,1452,4,2,4,neutral or dissatisfied
Loyal Customer,33,Business travel,Eco Plus,912,2,1,2,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,2441,1,1,4,satisfied
Loyal Customer,50,Personal Travel,Eco,1727,4,4,5,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,1920,1,4,2,neutral or dissatisfied
Loyal Customer,28,Business travel,Eco,1189,4,4,4,satisfied
Loyal Customer,28,Personal Travel,Eco,240,3,3,1,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,1825,4,4,4,satisfied
Loyal Customer,54,Personal Travel,Eco,224,4,0,1,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,216,3,3,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,3042,0,0,2,satisfied
Loyal Customer,55,Business travel,Business,862,1,1,4,satisfied
Loyal Customer,55,Business travel,Business,2357,2,2,2,satisfied
disloyal Customer,23,Business travel,Eco,343,1,1,5,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,199,5,5,4,satisfied
disloyal Customer,37,Business travel,Eco,975,1,1,1,neutral or dissatisfied
Loyal Customer,40,Business travel,Eco,554,5,2,5,satisfied
Loyal Customer,22,Personal Travel,Eco,399,3,3,4,neutral or dissatisfied
Loyal Customer,17,Personal Travel,Eco,292,1,1,3,neutral or dissatisfied
Loyal Customer,49,Business travel,Eco Plus,1009,3,2,5,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,2126,2,2,5,satisfied
Loyal Customer,49,Business travel,Eco,1216,3,5,3,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,192,3,3,1,neutral or dissatisfied
Loyal Customer,33,Personal Travel,Eco Plus,106,4,4,2,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,356,1,1,1,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,3247,1,1,2,satisfied
disloyal Customer,20,Business travel,Eco,804,3,3,5,neutral or dissatisfied
Loyal Customer,36,Personal Travel,Business,1195,3,3,4,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,285,4,4,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,3131,4,4,2,satisfied
Loyal Customer,32,Business travel,Business,199,5,5,5,satisfied
disloyal Customer,39,Business travel,Eco,862,2,2,1,neutral or dissatisfied
Loyal Customer,36,Business travel,Eco,637,4,3,4,satisfied
Loyal Customer,43,Business travel,Eco,1694,2,5,2,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,1491,1,1,3,satisfied
Loyal Customer,45,Business travel,Business,2830,4,4,3,satisfied
Loyal Customer,43,Business travel,Eco,393,3,2,4,satisfied
Loyal Customer,55,Personal Travel,Eco,370,3,3,5,neutral or dissatisfied
Loyal Customer,51,Personal Travel,Eco,1371,2,2,2,neutral or dissatisfied
disloyal Customer,22,Business travel,Eco,125,3,3,1,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,383,1,1,4,neutral or dissatisfied
Loyal Customer,37,Personal Travel,Eco,813,2,2,3,neutral or dissatisfied
Loyal Customer,62,Personal Travel,Eco,1072,3,2,4,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,2154,4,4,2,satisfied
Loyal Customer,28,Business travel,Business,1074,5,5,5,neutral or dissatisfied
disloyal Customer,28,Business travel,Business,488,1,1,5,neutral or dissatisfied
Loyal Customer,21,Personal Travel,Eco,746,2,1,1,neutral or dissatisfied
Loyal Customer,41,Business travel,Eco,302,4,5,3,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,2596,2,2,2,satisfied
Loyal Customer,49,Personal Travel,Eco,689,3,2,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,771,4,1,4,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,2870,5,3,5,satisfied
disloyal Customer,49,Business travel,Business,240,5,5,3,satisfied
Loyal Customer,31,Personal Travel,Business,680,3,3,4,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,944,1,1,4,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,2301,2,3,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Business,462,2,2,5,satisfied
Loyal Customer,69,Personal Travel,Eco,719,4,5,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2342,4,4,2,satisfied
Loyal Customer,42,Business travel,Business,1592,3,1,5,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Business,201,1,1,4,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,354,4,4,4,satisfied
Loyal Customer,47,Business travel,Eco Plus,447,4,3,4,satisfied
Loyal Customer,27,Business travel,Business,3996,3,3,4,satisfied
Loyal Customer,57,Business travel,Business,1608,3,3,5,satisfied
Loyal Customer,46,Business travel,Business,760,5,5,5,satisfied
Loyal Customer,46,Business travel,Business,1580,1,2,1,satisfied
Loyal Customer,22,Business travel,Business,2917,3,5,4,satisfied
Loyal Customer,67,Personal Travel,Eco,479,3,3,4,neutral or dissatisfied
Loyal Customer,55,Business travel,Business,2799,1,1,5,satisfied
Loyal Customer,46,Business travel,Business,620,5,5,1,satisfied
Loyal Customer,19,Business travel,Eco Plus,196,5,4,5,satisfied
Loyal Customer,59,Personal Travel,Eco,837,4,4,5,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco Plus,1096,3,3,2,neutral or dissatisfied
Loyal Customer,33,Business travel,Eco,447,3,1,3,neutral or dissatisfied
disloyal Customer,54,Business travel,Business,1416,2,2,2,neutral or dissatisfied
Loyal Customer,50,Business travel,Eco,550,2,1,1,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,829,3,3,5,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,569,5,5,1,satisfied
disloyal Customer,39,Business travel,Business,404,1,1,2,neutral or dissatisfied
Loyal Customer,41,Personal Travel,Eco,236,3,3,3,neutral or dissatisfied
Loyal Customer,26,Business travel,Eco Plus,575,3,2,3,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,1404,3,5,3,satisfied
Loyal Customer,59,Personal Travel,Eco,680,3,3,5,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,3976,1,1,5,satisfied
Loyal Customer,47,Business travel,Business,3310,5,5,2,satisfied
Loyal Customer,27,Business travel,Business,2013,2,1,2,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco,192,0,0,3,satisfied
Loyal Customer,51,Business travel,Business,3506,2,1,3,neutral or dissatisfied
disloyal Customer,49,Business travel,Business,190,2,2,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,2641,3,3,3,satisfied
Loyal Customer,35,Personal Travel,Eco,692,3,3,5,neutral or dissatisfied
Loyal Customer,52,Personal Travel,Eco Plus,678,3,3,2,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,669,1,1,4,satisfied
Loyal Customer,13,Personal Travel,Eco,1192,4,4,4,neutral or dissatisfied
disloyal Customer,49,Business travel,Eco Plus,696,3,3,2,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Eco,628,2,3,4,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,283,1,1,5,neutral or dissatisfied
Loyal Customer,69,Personal Travel,Eco,594,2,2,3,neutral or dissatisfied
Loyal Customer,39,Personal Travel,Eco,297,3,3,1,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,2116,2,2,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,3368,1,1,3,satisfied
Loyal Customer,65,Personal Travel,Eco,759,4,4,3,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,199,5,5,4,satisfied
Loyal Customer,56,Business travel,Eco,628,4,4,1,satisfied
disloyal Customer,36,Business travel,Eco,337,4,4,1,neutral or dissatisfied
Loyal Customer,23,Business travel,Business,3642,1,5,1,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,175,4,1,4,satisfied
Loyal Customer,28,Business travel,Business,632,1,1,1,neutral or dissatisfied
Loyal Customer,34,Business travel,Eco Plus,1849,5,1,5,satisfied
Loyal Customer,13,Personal Travel,Eco,604,3,3,3,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,227,0,0,2,satisfied
Loyal Customer,49,Business travel,Eco,813,2,4,2,neutral or dissatisfied
Loyal Customer,27,Personal Travel,Eco,130,1,0,4,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,936,4,4,5,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,1706,3,3,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,931,2,2,2,satisfied
Loyal Customer,28,Personal Travel,Eco,229,4,4,2,neutral or dissatisfied
Loyal Customer,65,Business travel,Business,3429,1,1,3,satisfied
Loyal Customer,23,Personal Travel,Eco Plus,547,3,2,5,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,3431,0,1,4,satisfied
Loyal Customer,49,Business travel,Eco Plus,261,4,3,4,satisfied
disloyal Customer,38,Business travel,Eco,1069,1,1,5,neutral or dissatisfied
Loyal Customer,38,Personal Travel,Eco Plus,787,2,2,2,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,957,3,3,5,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,164,2,2,2,neutral or dissatisfied
disloyal Customer,22,Business travel,Eco,1746,2,2,5,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,677,3,3,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2887,4,4,2,satisfied
Loyal Customer,39,Business travel,Business,1514,4,4,4,satisfied
Loyal Customer,60,Business travel,Business,3370,4,4,2,satisfied
Loyal Customer,55,Business travel,Business,733,3,3,4,satisfied
Loyal Customer,49,Business travel,Eco Plus,391,2,1,4,satisfied
disloyal Customer,37,Business travel,Eco,230,4,4,2,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,1833,3,3,4,satisfied
Loyal Customer,60,Business travel,Business,1194,3,3,3,satisfied
Loyal Customer,43,Business travel,Eco,919,5,3,4,satisfied
Loyal Customer,55,Personal Travel,Eco,166,1,1,5,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,1372,5,5,3,satisfied
Loyal Customer,33,Personal Travel,Eco,1440,2,2,2,neutral or dissatisfied
Loyal Customer,13,Personal Travel,Eco,89,2,2,4,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,565,2,2,4,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Eco,109,3,3,3,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Eco Plus,883,1,1,5,neutral or dissatisfied
disloyal Customer,30,Business travel,Eco,258,2,2,4,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,3359,3,3,4,satisfied
Loyal Customer,48,Business travel,Business,2825,2,2,5,satisfied
Loyal Customer,27,Personal Travel,Eco,284,2,2,5,neutral or dissatisfied
Loyal Customer,34,Business travel,Business,2342,4,4,3,satisfied
disloyal Customer,24,Business travel,Eco,1428,1,1,1,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,3825,2,2,3,satisfied
Loyal Customer,42,Business travel,Business,2955,1,1,2,satisfied
Loyal Customer,44,Business travel,Business,1045,1,1,5,satisfied
Loyal Customer,22,Business travel,Business,2107,1,1,5,satisfied
disloyal Customer,22,Business travel,Eco,541,2,2,5,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,3968,2,2,2,satisfied
disloyal Customer,29,Business travel,Business,916,0,1,4,satisfied
disloyal Customer,21,Business travel,Eco,306,4,4,4,satisfied
Loyal Customer,47,Business travel,Business,1345,2,3,3,neutral or dissatisfied
disloyal Customer,59,Business travel,Eco,96,3,3,4,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,459,1,1,4,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,907,2,1,1,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,1452,5,5,2,satisfied
Loyal Customer,48,Business travel,Eco,369,2,5,2,neutral or dissatisfied
Loyal Customer,49,Business travel,Eco,907,2,2,5,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,1499,1,5,3,neutral or dissatisfied
Loyal Customer,27,Business travel,Eco Plus,325,3,2,3,neutral or dissatisfied
disloyal Customer,44,Business travel,Eco,1281,1,1,4,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Business,542,3,3,2,neutral or dissatisfied
Loyal Customer,62,Personal Travel,Eco,1726,5,5,5,satisfied
Loyal Customer,55,Business travel,Business,1747,2,2,5,satisfied
disloyal Customer,50,Business travel,Eco,73,3,3,3,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,2941,3,3,3,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,678,1,1,2,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,2898,2,3,2,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,599,2,2,5,neutral or dissatisfied
Loyal Customer,29,Business travel,Eco,2404,3,2,3,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,550,1,1,5,satisfied
Loyal Customer,19,Personal Travel,Eco,337,1,1,1,neutral or dissatisfied
Loyal Customer,49,Personal Travel,Eco Plus,1167,4,4,2,neutral or dissatisfied
Loyal Customer,53,Business travel,Eco,119,4,5,4,satisfied
Loyal Customer,7,Personal Travel,Eco,1062,4,4,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,3505,5,5,5,satisfied
Loyal Customer,49,Business travel,Business,1797,2,2,4,satisfied
Loyal Customer,45,Business travel,Business,2127,4,4,4,satisfied
disloyal Customer,48,Business travel,Eco,867,2,2,5,neutral or dissatisfied
Loyal Customer,63,Business travel,Eco Plus,762,4,3,4,neutral or dissatisfied
disloyal Customer,23,Business travel,Eco,236,2,2,4,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,1587,3,3,1,neutral or dissatisfied
disloyal Customer,7,Business travel,Eco,1276,2,2,3,neutral or dissatisfied
Loyal Customer,40,Business travel,Eco,130,2,3,2,neutral or dissatisfied
Loyal Customer,61,Personal Travel,Eco,2611,1,1,3,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,1050,2,2,4,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,3137,1,4,4,neutral or dissatisfied
Loyal Customer,18,Business travel,Business,325,1,1,5,satisfied
Loyal Customer,43,Business travel,Business,3493,2,4,3,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,2740,5,5,4,satisfied
Loyal Customer,17,Business travel,Business,2681,5,5,5,satisfied
Loyal Customer,55,Business travel,Business,227,4,4,3,satisfied
disloyal Customer,22,Business travel,Eco,282,5,5,2,satisfied
Loyal Customer,19,Personal Travel,Eco,562,1,1,1,neutral or dissatisfied
Loyal Customer,38,Personal Travel,Eco,501,2,2,3,neutral or dissatisfied
Loyal Customer,23,Business travel,Business,925,4,5,4,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Business,515,1,1,1,neutral or dissatisfied
Loyal Customer,51,Business travel,Eco,1068,3,5,3,neutral or dissatisfied
Loyal Customer,34,Business travel,Business,1911,5,4,4,satisfied
Loyal Customer,46,Business travel,Business,444,3,1,4,neutral or dissatisfied
Loyal Customer,55,Personal Travel,Eco,866,2,2,5,neutral or dissatisfied
Loyal Customer,18,Business travel,Business,349,3,3,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2984,1,1,3,satisfied
Loyal Customer,55,Business travel,Business,3055,0,0,2,satisfied
disloyal Customer,27,Business travel,Eco,109,3,3,5,neutral or dissatisfied
Loyal Customer,42,Personal Travel,Eco,762,2,1,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Eco,270,5,4,4,satisfied
Loyal Customer,60,Business travel,Business,2186,4,4,2,satisfied
Loyal Customer,60,Personal Travel,Eco,456,3,3,5,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,925,3,3,5,neutral or dissatisfied
